timestamp,title,excerpt
8 August 2019,Autism prevalence is up but scientists have consistently found that vaccines don’t cause it,More diagnoses of autism disorders are being made but they are not associated with being vaccinated. Read more…
6 August 2019,Money for the NHS: is it new or not?,It all depends on what you mean by new. But the £1 billion was money that had already been promised to hospitals but which they were unable to spend previously. Read more…
24 July 2019,How many people with dementia have to sell their homes to pay for care?,A poll found that 16% of respondents who said they had friends or family with dementia also said that person had to sell their home to pay for care. Read more…
24 July 2019,Was a record amount spent on private providers by the Department of Health?,"£9.2 billion was spent on purchasing health care from private providers in 2018/19—a record amount in cash terms, but not in real terms or as a proportion of the department’s budget. Read more…"
11 July 2019,Is the NHS introducing price lists for treatments?,"NHS trusts can offer patients the option to “self-fund” a select range of treatments, if they don’t meet the criteria to have it paid for by the NHS. Read more…"
9 July 2019,Are three million more patients using good or outstanding hospitals?,There were 2.7m more admissions in 2017/18 to hospital trusts that had improved their rating to good or outstanding than admissions to trusts that had dropped their rating to a lower rating. Read more…
8 July 2019,It’s unclear where these facts about veganism are from,"These widely circulated figures about veganism are poorly sourced, but a vegan diet does reduce your consumption of animals and CO2 Read more…"
4 July 2019,"Most of these claims about glyphosate, vaccines and cancer are misleading",Evidence on whether glyphosate causes cancer seems contradictory and Cancer Research UK says there is some evidence people exposed to very high levels of it could have a slightly increased risk of cer Read more…
27 June 2019,More context is needed for these “facts about immigration”,"The image makes claims about the number of foreign-born NHS doctors, Brits living abroad and whether immigrants are more likely to claim benefits. Read more…"
27 June 2019,"These plants won’t stop you getting pregnant, and some could cause you harm",Plants are not a substitute for contraception. Read more…
27 June 2019,Not all these claims about fluoride are accurate,"We factchecked a series of claims about fluoride, from whether it was used by the Nazis to sedate prisoners to whether it calcifies your pineal gland. Read more…"
19 June 2019,Did only 11 MPs turn up to a debate on adolescent mental health?,"The screenshot claiming to show this is from an adjournment debate, an end of day session which does not require a decision to be made by parliament. Read more…"
14 June 2019,"We can’t explicitly link 130,000 preventable deaths to austerity","A think tank estimated that 130,000 deaths due to preventable risk factors wouldn’t have occurred if pre-2012 trends had continued between 2012 and 2017. Read more…"
14 June 2019,These food facts are mostly incorrect or misleading,The video suggests that a number of things about foods are harmful but the claims it makes are mostly incorrect or misleading. Read more…
14 June 2019,You’ve less than a one in three chance of reaching 100,The chance of reaching 100 for a 30 year old in the UK is estimated to be 17.2% for women and 12.5% for men. Not “one in three” as claimed by Matt Hancock. Read more…
13 June 2019,Does it cost more to watch TV in hospital than in prison?,"Some hospitals provide TV for free, others for £8 per day. Prisoners are charged £1 per week to rent an in-cell TV. Read more…"
6 June 2019,This post greatly exaggerates the risks of infection from people who have just been vaccinated,This post advising people on live vaccine exposure greatly exaggerates the risks of infection. Read more…
30 May 2019,This FOI about vaccines is real,The UK Vaccine Damage Payment provides payments to people who are severely disabled by vaccines. Read more…
23 May 2019,Measles is not the “number one side effect” of the MMR vaccine,It’s incorrect to claim that measles and death are side effects of the MMR. Read more…
23 May 2019,Has cocaine use really doubled in five years?,"There isn’t enough available evidence to say that cocaine use in Britain has doubled, and certainly not that one in 50 Londoners are snorting it. Read more…"
15 May 2019,The heart disease death rate isn’t increasing,"The death rate in the UK from heart disease is falling, but at a much slower rate than in previous years. Read more…"
13 May 2019,GP numbers: up or down?,"Theresa May and Jeremy Corbyn clashed over the trend in GP numbers at PMQs, but they were talking about different things. Read more…"
26 April 2019,This image about vaccine ingredients is extremely misleading,"The ingredients it lists are either not present in vaccines, or not in high enough concentrations to do harm. Read more…"
12 April 2019,Evidence shows there is no link between the MMR vaccine and diabetes,A brand of MMR vaccine used in the USA (not in the UK) lists diabetes as an ‘adverse reaction’.  But that’s not the same as a side effect caused by the vaccine. Read more…
12 April 2019,There isn’t good data on how much the NHS spends on translators,A claim saying NHS translators cost £100 million over five years is based on incomplete data from almost ten years ago. Read more…
26 March 2019,Reports on the benefits of 10 minutes of exercise need a health warning,"The study looked at the impact of doing 10-59 minutes of moderate activity a week, compared to inactivity. Read more…"
8 March 2019,Period poverty: how widespread is it?,27% of women responding to a survey in Great Britain said they couldn’t afford sanitary products. But it wasn’t designed to be representative and more representative surveys found it's about 1 in 10. Read more…
8 March 2019,Don’t attempt ‘cough CPR’ if you think you’re having a heart attack,If you think you’re having a heart attack you should dial 999. Read more…
15 February 2019,The Cancer Act doesn’t ban the researching of cancer cures,"The Cancer Act 1939 makes advertising cancer cures or treatments illegal unless it’s to certain groups, mainly those involved in the medical profession. Read more…"
8 February 2019,"It’s unclear exactly how NHS England plans to save 500,000 lives","It’s unclear how NHS England plans to save 500,000 lives through its Long Term Plan. It hasn’t published much detail on how it calculated the figure. Read more…"
8 February 2019,Booze telling the truth? Is Britain sobering up or not?,Alcohol consumption in Britain has been falling over time. But alcohol-related hospital admissions and deaths have remained at roughly the same level. Read more…
4 February 2019,How many migrants have registered with GPs in the last decade?,"6.5 million migrants have joined GP surgeries in the decade from 2007, but not all of them are here long-term and some were double counted. Read more…"
18 January 2019,Will local NHS services in England have £570 billion to spend over the next five years?,English CCGs budgets are set to increase by around £3 billion each year in real terms over the next five years. Read more…
8 January 2019,This viral flyer on prescriptions after Brexit isn’t from an official source,The Department of Health and Social Care told us it didn’t make this poster. Read more…
20 December 2018,Deaths of homeless people in England and Wales up 24% since 2013,"An estimated 597 homeless people died in England and Wales in 2017, up 24% since 2013. Read more…"
27 November 2018,This claim about children with diabetes is completely wrong,A report in the Express said that ten years ago no child had type 2 diabetes – that’s wrong Read more…
26 November 2018,NHS England: £394 million more a week?,"Spending on NHS England will have increased by £20.5 billion by 2023/24 compared to 2018/19. That doesn’t cover all health spending though, and of the money won’t come from a a “Brexit dividend”. Read more…"
21 November 2018,EU staff in the NHS: what has happened since the referendum?,EU nationals make up a similar percentage of the NHS workforce in England now as they did in 2016. Read more…
19 November 2018,Do diabetes prescriptions cost £1 billion a year?,The net ingredient cost in 2017/18 of prescription items for diabetes in England was around £1 billion. But that doesn’t factor in things like discounts the NHS might receive or extra costs. Read more…
9 November 2018,Is a young person diagnosed with an STI in England every four minutes?,"There were 144,000 diagnoses of the STIs   chlamydia and gonorrhoea in young people in England last year. Read more…"
8 November 2018,Are there 3.5 million vegans in the UK?,"There are almost certainly not 3.5 million vegans in the UK. Half a million is a better estimate, although that’s from 2016 research. Read more…"
19 October 2018,Is £84 billion being spent on the NHS?,The increase is £20.5 billion in real-terms for the NHS in England between 2018/19 and 2023/24. Read more…
15 October 2018,The UK foreign aid budget: what did the government spend in 2017?,An image saying foreign aid funding should be diverted to the NHS has gone viral. But is it right about the size of the UK government’s foreign aid budget? Read more…
12 October 2018,Are drug related deaths in the UK the highest in the EU?,"Estonia had the highest rate of drug-related deaths per million people, based on research using data from 2015 and 2016. The UK placed joint-third alongside Ireland. Read more…"
12 October 2018,BBC Question Time: Recap and Factcheck,"Question Time on 11 October 2018 came from Edinburgh. Topics covered included Universal Credit, Brexit and education in Scotland and the line-up included Kezia Dugdale, Mike Russell and Fraser Nelson. Read more…"
10 September 2018,This claim about maternity units closing is misleading,Half of the NHS trusts in England that responded to an FOI were forced to close at least one of their maternity units temporarily in 2017. Read more…
7 September 2018,"Pay rises: how much do nurses, the police, teachers and MPs get paid?","Several claims have been made about pay changes for police, teachers, nurses and MPs. We took a look at them. Read more…"
6 September 2018,How much does the UK recover in health costs from the EU?,A post circulating on Facebook makes claims about how much the UK pays out to other EU countries for health costs incurred by UK citizens abroad. Read more…
5 September 2018,Is childhood type 2 diabetes up 40%?,Type 2 diabetes among children in England and Wales has increased by around 40% over the past 4 years. Read more…
29 August 2018,The Natural Cycles app: does it work?,"A contraception and fertility app claims to have a quarter of a million UK users, but what’s the proof that it effectively protects against pregnancy? Read more…"
21 August 2018,Could ‘opt-out’ organ donation save 700 lives a year?,"Organ transplants could soon be an ‘opt out’ system in England, but there’s limited evidence for how effective the change will be. Read more…"
17 August 2018,How many cyclists are killed each year?,Cyclists made up 6% of deaths and 14% of serious injuries on British roads in 2016. Around 1% of pedestrian deaths were caused by cyclists. Read more…
16 August 2018,How many people die in fires?,The number of people dying in fires in 2017/18 was up a quarter on the year before. Read more…
15 August 2018,NHS pay deal: why are some staff not getting their promised rises?,"Some NHS staff were told they would all get a 3% pay rise from April this year, but many won’t get the full rise until later this financial year. Read more…"
9 August 2018,Has the number of teenage girls self-harming doubled?,The number of hospital admissions for girls under 18 because of self-harm increased by around 84% between 1997/98 and 2016/17. Read more…
8 August 2018,How many deaths from this summer’s heatwave?,"High temperatures have been linked to increased mortality rates in the past, but we don’t know the full picture for this summer yet. Read more…"
7 August 2018,What age do mental health conditions develop at?,"A New Zealand study of those born in the early 1970s, throughout their lives found that around 50% of those with mental health conditions by age 26 had developed them by age 14 and 75% by age 18. Read more…"
1 August 2018,Has NHS funding been blocked for glucose sensors?,"The FreeStyle Libre glucose sensor has been available on the NHS across the UK since November 2017, at the moment it is up to local NHS boards whether or not it is available in their area. Read more…"
1 August 2018,Mental health spending in the English NHS,Around one in every ten pounds spent by the Department of Health in England goes on mental health in the NHS. Read more…
31 July 2018,Are more young people taking cocaine?,"Cocaine use among 16-24 year olds is at a nine year high. 6% said they had taken cocaine in the last year, higher than other European countries. Read more…"
26 July 2018,"Mental health: there are fewer beds, nurses and psychiatry trainees than in 2010","The number of mental health beds and nurses have decreased since 2010, and there are fewer psychiatrists in training. Read more…"
17 July 2018,How much of the NHS budget is spent on people over 85?,Research suggests that by 2021/22 around 10% of health spending across the UK will go on those aged 85 plus. Read more…
6 July 2018,Councils aren’t getting enough funding to meet demand for social care,Increases in council tax aren’t enough to meet the demand for social care. Experts point to a lack of council funding from central government. Read more…
6 July 2018,How is the NHS funded?,"Most NHS funding is from general taxation, some from National Insurance contributions and a few percent come from patient charges. Read more…"
6 July 2018,Satisfaction with the NHS peaked in 2010,Labour increased health spending from 1997-2010 by almost record levels. Satisfaction with the NHS peaked at 70% in 2010. It has since fallen to 57%. Read more…
4 July 2018,How has life changed in the UK since the NHS was founded?,"The NHS is celebrating its 70th birthday. Here are eight charts that show just some of the ways, large and small, that the UK has changed since the 1940s. Read more…"
22 June 2018,"Healthcheck: cancer, diabetes and mental health conditions on the rise?",The number of diagnoses of cancer (in England) and diabetes (in the UK) is rising. Read more…
22 June 2018,Social care: what’s the situation?,"The number of people receiving adult social care from their local council fell by around 425,000 between 2009/10 and 2013/14. Read more…"
22 June 2018,The latest plans for NHS England spending outstrip both main parties’ manifesto pledges,Neither Labour nor the Conservatives’ NHS funding pledges at the last election were as big as the government's latest announcement. The NHS is still set to get less per year than it has historically. Read more…
22 June 2018,Drug poisoning deaths are the highest they’ve been in 25 years,Drug deaths are at their highest since comparable records began. Read more…
21 June 2018,Millennial malaise: unhealthier than their parents?,"Generational health improvements are being undermined by instability and loneliness among millennials, a report says. Read more…"
18 June 2018,Who’s paying £20 billion for the NHS?,The Prime Minister has announced that the NHS in England will receive £20.5 million more in funding in real terms by 2023/24. We’ve looked at where this might come from. Read more…
25 May 2018,Health and social care: What do we spend?,We spent almost £150 billion on healthcare across the UK in 2016/17 and a further £31 billion on social care for adults and children. Read more…
23 May 2018,Winter 2017/18: the worst ever for the NHS?,In collaboration with the Nuffield Trust we looked at whether or not this winter was the worst ever for the NHS in England. Read more…
17 May 2018,NHS viral image factcheck,"We’ve factchecked a viral graphic on NHS funding, A&E waiting times, ambulance targets, hospital beds and GPs. Read more…"
10 May 2018,The Pro-sesh-ional classes: Do wealthy people drink more regularly?,"Professionals and higher earners in Great Britain say they drink more regularly, if you count that as drinking weekly. Read more…"
9 May 2018,"Are there 100,000 vacancies in the NHS?","There were reportedly 100,000 vacancies in NHS trusts in England between October-December 2017. Home Office caps on visa numbers mean some international doctors cannot enter the UK to work. Read more…"
4 May 2018,What’s driving our increasing population and household numbers?,"Immigration has been the largest driver of the increasing population, according to the Office for National Statistics. Life expectancy has also been steadily increasing over the last few decades. Read more…"
3 May 2018,How many people have a disability?,"An estimated 19% of working-age adults, and 22% of all people in the UK have a disability, as defined by the Equality Act. Read more…"
25 April 2018,Health visitor numbers in England down by a fifth since 2015,"There were the equivalent of 10,000 NHS health visitors working full-time in England in December 2015. That fell by 19% by December 2017 to just over 8,200 now. Read more…"
23 April 2018,28% of 2-15 year olds in England estimated to be overweight or obese,"An estimated 16% of children aged 2-15 in England were obese in 2016, and a further 12% were overweight. Read more…"
10 April 2018,Drugs and homicide,The number of homicides involving a victim or suspect who was a drug user or dealer rose from 41% in 2014/15 to 42% 2016/17 in England and Wales. Read more…
5 April 2018,Are more people going into hospital for obesity related illnesses?,"The number of obesity related hospital admissions has increased in the last four years, and obesity levels have remained roughly the same since 2010. Read more…"
3 April 2018,NHS pay: what’s the deal?,"A proposed deal will see pay rise for some NHS staff by between 4.5% and 29% over three years, including both salary rises and staff pay progression. The rise will be 6.5% for roughly half of staff. Read more…"
23 March 2018,Living long and prospering?,"Over the last 50 years, people in the UK have become richer in general. Life expectancy isn’t falling overall, but its rate of increase has slowed down in recent years. Read more…"
23 March 2018,Young trans people in Britain,A survey raised concerns about high numbers of young trans people attempting to take their own lives. We don’t know how representative the findings are of young trans people in Britain as a whole. Read more…
21 March 2018,A&E performance: England v Wales,A higher percentage of A&E patients spend 12 hours in A&E in Wales than in England.  Asking who is responsible for that is a complex question. Read more…
27 February 2018,No-one knows the exact cost or benefit of the NHS internal market in England,A widely-quoted estimate of £10 billion as the cost of the NHS internal market can’t be backed up by the evidence. Read more…
21 February 2018,How much meat do we eat?,"A range of surveys suggest 2-3% of the UK is vegetarian, and household consumption of meat has fallen in recent years. Read more…"
19 February 2018,Could 18 million GP appointments be seen by pharmacists?,"A survey of around 60 GPs found that 6% of appointments could have been dealt with at home or at a pharmacy, but we can’t say if it’s an accurate estimate for all GP appointments. Read more…"
16 February 2018,Exam stress for school children,"Exam stress clearly affects children in the UK, and there’s some evidence from counselling services and school leaders that it’s a growing problem. Read more…"
13 February 2018,Mental health during pregnancy,"Around one in four pregnant mothers studied by King’s College London had a mental health disorder, but the study wasn’t designed to be representative of all pregnant women in the UK. Read more…"
9 February 2018,People who look after people tend to be women on low pay,More women work in occupations that tend to offer lower salaries such as administration and caring. Read more…
5 February 2018,Are junior doctors paid enough to get a UK visa?,"In December 2017, a non-EEA junior doctor needed to be earning £55,000 in order to get a visa for the UK. Read more…"
26 January 2018,NHS Scotland: how much is being spent?,"NHS Scotland spending is planned to increase by £2 billion, accounting for projected inflation, between 2006/07 and 2018/19. Read more…"
24 January 2018,Fiddled A&E statistics?,Unpublished guidance to NHS Trusts has raised questions about whether A&E statistics can be trusted. Read more…
16 January 2018,Emergency admissions to hospitals from care homes are up 62%,Emergency admissions from care homes rose by 62% between 2010/11 and 2016/17. Overall emergency admissions rose by 11% in that time. Read more…
16 January 2018,"NHS: More beds, more doctors, and more flu vaccines?","The number of NHS hospital beds has halved in the last thirty years, but the number of doctors has risen consistently. Read more…"
12 January 2018,How much money does the NHS need and how much is it actually getting?,"Experts said NHS England needed £4 billion in 2018/19. The government announced in November it will receive £1.6 billion, or £1.9 billion including capital spending. Read more…"
12 January 2018,More ambulances are being delayed outside A&Es,One in six ambulances were delayed for over half an hour after arriving at A&Es in England in the first week of 2018. Read more…
12 January 2018,After the fact – Jeremy Hunt vs Ralf Little,"In December, we factchecked a Twitter debate between Jeremy Hunt and Ralf Little on mental health. Find out how we're following up. Read more…"
12 January 2018,"More people, more (NHS) problems?",Both the UK’s population and average life expectancy has increased since the founding of the NHS. Read more…
22 December 2017,Is the NHS recruiting enough new GPs?,"The number of GPs is falling, but we can’t be certain by how much. The number in training is rising, although we don’t know if this will be enough for the government to meet its recruitment targets. Read more…"
19 December 2017,Mental health crisis care,"Liaison psychiatry is available in nearly all A&Es in England. More than half of these are 24/7, but the extent of care provision still varies across them. Read more…"
19 December 2017,Mental health staff in the NHS,The number of mental health doctors and nurses in the NHS has been falling. Read more…
19 December 2017,NHS spending on mental health,NHS England spent £11.6 billion on mental health in 2016/17. Read more…
19 December 2017,Mental health: staff working in talking therapies,"Staff numbers working in the talking therapies programme for people with anxiety and depression have risen by at least 2,850 since 2012. Read more…"
19 December 2017,Mental Health in England: Jeremy Hunt vs Ralf Little,The actor and the Health Secretary got into a dispute on Twitter over mental health services in England. We factchecked their claims. Read more…
18 December 2017,Are 40% of nurses leaving full-time work in their first year?,"15% of new full-time NHS England nurses left full-time work in the year May 2016 to May 2017. Overall, 41% of new nurses weren’t in full-time employment by May 2017. Read more…"
15 December 2017,How much is spent on health and social care in the NHS?,Around 83% of English acute hospital trusts are in deficit so far this year. Social care spending has also fallen by £1.3 billion since 2010. Read more…
17 November 2017,Are nurses taking a second job to survive?,Nearly a quarter of respondents to a Royal College of Nursing survey said they had taken an additional job. We don’t know how representative this is of all nurses. Read more…
17 November 2017,"Is austerity linked to 120,000 unnecessary deaths?","A report estimates 120,000 more people have died since 2010 than would have if the mortality rate from 2001-10 had stayed the same. Read more…"
15 November 2017,A&E waiting times: are they getting longer?,"The number of A&E attendances has generally been increasing, with a smaller proportion being seen inside four hours. Read more…"
14 November 2017,The number of nurses and midwives in the UK,How many nurses work in the UK and what kind of work do they do? We took a look. Read more…
31 October 2017,Were no psychiatric beds available anywhere in England at the weekend?,NHS England say it’s incorrect there were no psychiatric beds available overnight across England on 28 October 2017. Previously services providers have said no beds of particular types were free. Read more…
26 October 2017,The number of detentions under the Mental Health Act is rising,The number of people detained under the Mental Health Act has increased by 47% in ten years. Read more…
20 October 2017,An ageing population and A&E,The UK’s population is ageing and more people are going to A&E every year. Read more…
16 October 2017,Are doctors going to be forced to ask about your sexual orientation?,NHS England told us that new guidelines on collecting information on the sexual orientation of patients aren’t compulsory. Read more…
13 October 2017,How many women leave Northern Ireland to have an abortion in Britain?,"Around 4,000 women living in Ireland and Northern Ireland came to England and Wales for an abortion in 2016. Read more…"
13 October 2017,Abortions in court in Northern Ireland,Abortion is banned in Northern Ireland except to protect the health of the mother. Campaigners have been trying to change the law. Read more…
10 October 2017,What is a junior doctor?,"Junior doctors make up almost half of all doctors in hospitals in England, and can have up to ten years of practical medical experience. Read more…"
29 September 2017,Is the term 'NHS winter crisis' becoming more common?,What does a crude search for articles containing both NHS and “winter crisis” in a newspaper database tell us about use of the term? Read more…
29 September 2017,Will £500 million make any difference to the NHS at winter?,Government after government has considered £500 million plenty of money to boast about giving the NHS to help deal with the extra pressures of winter. Read more…
29 September 2017,Has the NHS got the money it asked for?,"The NHS “got less than we asked for”, the chief of NHS England Simon Stevens told MPs in the Public Accounts Committee in January. Read more…"
28 September 2017,Heartache in Hertsmere: the unhappiest place in the UK?,"“Overall, how happy did you feel yesterday”, the Office for National Statistics asks people every year. Read more…"
22 September 2017,NHS staff from the EU: one year on from the referendum,"9,800 staff reporting they were from the EU left NHS England between June 2016 and June 2017. Read more…"
6 September 2017,"Are we short of 40,000 nurses?","There were 40,000 vacant nursing positions in England in December 2016, according to the Royal College of Nursing. Read more…"
1 September 2017,Are there more doctors in the NHS than in 2010?,"There are 11,700 more doctors working in NHS hospitals and community health services in England in May 2017 compared to May 2010. Read more…"
31 July 2017,Are mental health nurse numbers down?,"There are 5,000 fewer mental health nurses since 2010, using a broader definition of mental health nurses used by NHS Digital, there are 7,000 fewer. Read more…"
26 July 2017,Does the EU say it's safe to eat chicken rinsed in chlorine?,"The EU's food standards arm says there are ""no safety concerns"" with the process of washing chicken with chlorine, but has raised other concerns about hygiene. Read more…"
24 July 2017,Adult social care in England,"Adult social care is the support provided to adults with physical or learning disabilities, or physical or mental illnesses. Read more…"
21 July 2017,Has the NHS been judged the best healthcare system in the world?,"International comparisons of healthcare are about the UK, not just the NHS. How we do depends on the measures chosen. Read more…"
18 July 2017,Could leaving the European nuclear club put cancer patients at risk?,We don't fully know how leaving Euratom - the European common market in nuclear materials -  will affect our access to them. Read more…
17 July 2017,Can't get no NHS satisfaction?,"One survey says most people are satisfied with the NHS, another says more of us are dissatisfied. Why the different results? Read more…"
3 July 2017,What’s happening to nursing numbers?,We looked at the change in the number of nurses working for the NHS since May 2010. Read more…
30 June 2017,Midwives leaving the profession,According to the Royal College of Midwives 80% of the midwives who were intending to leave midwifery in the next two years said that increased pay would encourage them to stay in midwifery. Read more…
7 June 2017,Election 2017: what the parties haven’t told voters,Full Fact factchecks what the parties do say. Often what they haven't said matters even more. Read more…
7 June 2017,What is the “dementia tax”?,We answer questions on the Conservatives’ proposals. Read more…
5 June 2017,Naylor Review: will the Conservatives sell NHS property to developers?,Readers have asked us to look into claims about the Naylor Review and its recommendations on selling NHS land. Read more…
1 June 2017,Green Party Manifesto: Air pollution,"Air pollution contributes to 40,000 premature deaths a year, but that doesn't necessarily mean it causes them. Read more…"
1 June 2017,Green Party Manifesto: Social care,The most recent estimates suggest the spending gap for adult social care in England is around £600 million this year. Read more…
1 June 2017,How many NHS employees are there?,There are roughly 1.5 million people employed by the NHS but this is a headcount. There are other ways of counting such as Full-Time Equivalents. Read more…
1 June 2017,What is the NHS budget?,"NHS funding works differently across the country, but most of the budget comes from the Government. Read more…"
1 June 2017,What is the NHS?,The NHS stands for the National Health Service: Government-funded health care and medical services that everyone in the UK can use without being asked to pay the full cost. Read more…
30 May 2017,SNP Manifesto: Nurses' pay,"Nurses in Scotland get paid more than nurses in England, Wales, and Northern Ireland. This is across all pay bands. Read more…"
30 May 2017,SNP Manifesto: Accident and emergency,"On average A&E departments in Scotland do perform better against the main waiting time target than those in the rest of the UK, although they’re still missing targets. Read more…"
30 May 2017,"NHS video, factchecked",We've factchecked a viral video featuring NHS employees that makes claims about the NHS. Read more…
30 May 2017,Is the NHS in crisis?,"There are so many ways of measuring success in the NHS, but the results from the Nuffield Trust show that the NHS does face significant problems in many different areas. Read more…"
26 May 2017,Liberal Democrat Manifesto: NHS finances,Nearly two-thirds of NHS trusts and foundation trusts ended the 2015/16 year in deficit. Read more…
26 May 2017,Liberal Democrat Manifesto: Environment,"Air pollution contributes to 40,000 premature deaths a year and costs the NHS £15 billion Read more…"
26 May 2017,Why are more people using food banks?,"In 2005/06, fewer than 3,000 food supplies were provided by the Trussell Trust. In 2016/17 the number of parcels handed out was almost 1.2 million. Read more…"
26 May 2017,Will there be a cap on social care costs?,The Prime Minister has said the party intends to consult on a cap on adult social care costs in England. There are no details yet on what the cap might look like. Read more…
25 May 2017,UKIP Manifesto: Health tourism,We've factchecked claims from UKIP's 2017 election manifesto. Read more…
19 May 2017,Are the most significant council budget cuts in deprived areas?,Councils that are most dependent on government grants have seen their budgets reduced by more than other councils over the last seven years. Read more…
19 May 2017,What might people have to pay for their social care?,"Plans announced in the Conservative manifesto included no limit to the amount people pay for adult social care. However, since then the Prime Minister has said there will be a cap. Read more…"
18 May 2017,Conservative Manifesto: Adult social care,We've factchecked claims from Theresa May's speech at the Conservative party manifesto launch. Read more…
18 May 2017,Conservative Manifesto: Mental health,We've factchecked claims from Theresa May's speech at the Conservative party manifesto launch. Read more…
17 May 2017,The adult social care spending gap,There isn’t a single estimate for the size of the adult social care spending gap in England. Read more…
12 May 2017,How many nurses are using foodbanks?,Media reports show that at least some individual nurses and trainees have visited food banks. We've not found any evidence on how widespread this is. Read more…
11 May 2017,When was the four-hour A&E target last hit?,"The four hour A&E target hasn’t been met in England since July 2015, and the last time it was met over a full year was in 2013/14. The target hasn't been met at “major” A&E departments since June 2013 Read more…"
5 May 2017,How much more is the NHS spending on private providers?,The proportion of NHS spending going to private providers is growing year on year. Read more…
5 May 2017,Are there one million people in hospital with nowhere else to go?,"In January there were 7,100 people in hospital at the end of the month who were medically fit to leave but weren't discharged. Across the whole month there were 197,000 delayed days. Read more…"
5 May 2017,Are there one million older people unable to look after themselves?,"There were 1.2 million over 65s who experienced difficulty with basic tasks such as eating and washing, according to Age UK. Read more…"
26 April 2017,Are NHS workers getting a 4% pay rise?,"If they move up pay bands, possibly. Read more…"
26 April 2017,A&E waiting times,The number of people waiting four hours in all types of A&E in England in 2015/16 is higher than in 2010/11. More people are going to A&E but the percentage of people seen within four hours has also f Read more…
11 April 2017,Where does councils' money come from to pay for adult social care?,Public spending on social care in England isn’t allocated in the same way that spending on something like health is. Read more…
31 March 2017,What is the NHS paying for Private Finance Initiatives?,The Department of Health paid £2 billion last year in charges for PFIs on the NHS. Read more…
28 March 2017,Council tax and social care: explaining your bill,We looked at the changes in how councils can collect money for social care and how this affects your tax bill. Read more…
15 March 2017,Trade-offs: local councils face choices about adult social care funding,Councils were given an extra £2 billion in the Spring Budget 2017. But they might use it to free up funding for other services. Read more…
10 March 2017,NHS spending: the lowest financial settlement ever?,"The NHS is getting more money every year, but the rate of increase in the 2010s is smaller than in any previous decade, experts warn. Read more…"
10 March 2017,Cancer care waiting times,An NHS target for the proportion of cancer patients being treated within 62 days of referral is being missed. In January the proportion meeting the target was the lowest since 2009. Read more…
1 March 2017,What is parity of esteem?,"The government wants to achieve equality between the physical and mental health services provided to people, but it’s not there yet. Read more…"
1 March 2017,What did the courts rule on PIP?,The recent tribunal ruling on the disability benefit PIP was about the interpretation and application of the language of existing regulations. Read more…
27 February 2017,Are there more nurses on our wards?,We don’t have figures specifically for the total number of nurses on hospital wards. Read more…
23 February 2017,The number of NHS hospital beds has fallen,"It’s hard to say exactly how far NHS bed numbers have fallen in the past ten years, since the count before 2010 included different things. Read more…"
22 February 2017,Hospitals: safety versus quality,The Prime Minister and leader of the opposition clashed over the number of hospitals which are unsafe and how many are good or outstanding during Prime Minister’s Questions. We factchecked their claim Read more…
22 February 2017,Nursing training places,We don’t know yet how changes to NHS bursaries will affect the number of places universities offer. Read more…
22 February 2017,Who's cutting hospital bed numbers?,"It’s been falling almost constantly since the 1980s, but there's more to these figures than meets the eye. Read more…"
22 February 2017,A shortage of midwives?,"There are more midwives in England than there were in 2010, but the trade union representing them estimates that there’s a shortage, as has the National Audit Office. Read more…"
20 February 2017,Social care and hospital delays,20 councils accounted for 50% of the discharges delayed due to social care in November 2016. 24 councils accounted for around 50% of delays due to any reason. Read more…
10 February 2017,UKIP and the NHS,"In the past, UKIP’s leader has been critical of the NHS model of healthcare. Read more…"
10 February 2017,A&E in England has never been busier,There were 2.5 million more attendances at English A&Es in 2016 compared with 2010. Read more…
8 February 2017,Staffing in A&E,"There are roughly 600 more A&E consultants, 1,500 more A&E doctors, and 2,000 more paramedics since 2010. Read more…"
8 February 2017,How many A&Es are going to close?,"Research has shown one in six A&Es could be closed or downgraded based on their current plans, but it's speculative. We only know for definite that about a quarter of these will be closed or downgrade Read more…"
8 February 2017,The half-a-trillion NHS,Adding up five years’ worth of spending on the NHS to get a really big number doesn’t tell us very much. Read more…
6 February 2017,How much can we charge people from overseas to use the NHS?,The government has an “ambition” to recover £500 million a year by 2017/18 from overseas patients not eligible for free NHS treatment. Read more…
3 February 2017,Health tourism savings won't plug the hole in NHS funding,"Estimates show health tourism costs up to £300 million a year, but savings from this alone won't fill the gap in funding for the NHS. Read more…"
31 January 2017,Are patients going to A&E instead of GPs?,It was estimated in 2010 that between 10% and 30% of cases attending A&E were of a type that could be seen by a GP. Read more…
27 January 2017,The total number of missed GP appointments,"Perhaps surprisingly, no-one routinely collects this information. Read more…"
27 January 2017,The NHS: low cost healthcare?,"Recent OECD figures show that the UK spends more than the average for the 35-member club, but less than many individual members. Read more…"
23 January 2017,Global health spending: how does the UK compare?,"Compared to countries in the Organisation for Economic Co-operation and Development, health spending in the UK as a proportion of GDP was above average in 2014. Read more…"
23 January 2017,How dangerous is burnt toast?,David Spiegelhalter explains the facts behind today's burnt toast story. Read more…
19 January 2017,How much can councils raise to pay for social care?,"Councils are being allowed to increase council tax by 3% next year to pay for social care, but how does that impact different councils? Read more…"
17 January 2017,Are there 13 deaths by suicide every day?,It is correct that in 2015 there were around 13 deaths by suicide a day in England. Read more…
