platform,type,keyword,video_id,title,description,upload_date,channel_name,channel_id,uploader_id,duration,view_count,url,label
youtube,shorts,không tái phát,LX7knqaEa-w,5 điều cần nhớ để mụn không tái phát? | Mụn tái phát nhiều lần | Bác sĩ Mã Phượng,"5 điều cần nhớ để mụn không tái phát? | Mụn tái phát nhiều lần | Bác sĩ Mã Phượng

Một trong những vấn đề nan giải thường gặp nhất của những người bị mụn trứng cá, đó là mụn tái đi tái lại, không khỏi một cách triệt để, khó dứt điểm. Thậm chí đợt mụn sau còn nghiêm trọng hơn đợt trước. Thấu hiểu nỗi lo này, bác sĩ Mã Phượng sẽ chia sẻ 5 điều cần nhớ để mụn không tái phát. Các bạn hãy xem hết video để tránh tình trạng mụn tái phát nhiều lần nhé.

♥ Da mụn nên ăn gì? | Thực phẩm tốt cho da mụn? https://youtube.com/shorts/WyAD6PQgesM
♥ 5 thói quen xấu khiến da mụn tệ hơn? https://youtube.com/shorts/VKxYweRtHcU

Đừng quên bấm theo dõi kênh Bác sĩ Mã Phượng ngay dưới đây để không bỏ lỡ video mới nhất từ Bác sĩ Mã Phượng bạn nhé
https://bit.ly/theodoibacsimaphuong
♥ Để nhận tư vấn hỗ trợ về Da: 
📨 Nhắn tin trực tiếp: http://m.me/BacsiMaPhuong 
qua link này bạn nhé.

📌 Trang Facebook : https://facebook.com/BacsiMaPhuong

📌 Tham gia cộng đồng chăm sóc da khoa học cùng Bác sĩ Mã Phượng : 

https://bit.ly/congdongbacsimaphuong

📌 Kênh Tiktok : https://www.tiktok.com/@bacsimaphuong

📌 Website : http://bacsimaphuong.vn/

📌 Email hợp tác: maphuongytn@gmail.com

© Bản quyền thuộc về Bác sĩ Mã Phượng
© Copyright by Bác sĩ Mã Phượng ☞ Do not Reup

#bacsidalieu #bsmaphuong #maphuong #chamsocda #lamdep #trimun #muntrungca #cachphongchongmuntaiphatdongian",2023-02-11,Bác sĩ Mã Phượng,UCvVDgao_xlNUh_CEYyOHvyA,@bacsimaphuong,22,1538,https://www.youtube.com/watch?v=LX7knqaEa-w,medical_misinformation
youtube,shorts,không tái phát,OqIimEVHYjc,Bệnh tay chân miệng có tái phát không? | Nhà Thuốc FPT Long Châu,"Có nhiều bậc cha mẹ chủ quan khi cho rằng trẻ đã từng bị bệnh tay chân miệng sẽ không mắc lại lần 2, tuy nhiên trên thực tế căn bệnh này hoàn toàn có thể quay trở lại trên cơ thể trẻ nhiều lần và nguy hiểm đến tính mạng của trẻ.

Mỗi lần nhiễm bệnh chỉ tạo ra kháng thể với một loại vi rút nhất định, do đó thể mắc bệnh trở lại nếu bị nhiễm vi rút khác thuộc nhóm enterovirus. Vì vậy, trẻ đã từng mắc bệnh tay chân miệng hoàn toàn có nguy cơ tái nhiễm. Tất cả những người tiếp xúc với trẻ bị tay chân miệng đều có nguy cơ bị nhiễm bệnh.

Tỷ lệ lây truyền virus đường ruột cho người khỏe mạnh là 17%, ở người thân và người tiếp xúc trực tiếp với trẻ mắc bệnh là 23%. Kết luận này chứng tỏ tất cả những người có cơ hội tiếp xúc với trẻ bị tay chân miệng đều có nguy cơ bị nhiễm bệnh và thậm chí có khả năng lây bệnh cho người khác.

Bệnh tay chân miệng là bệnh truyền nhiễm lây từ người sang người, dễ gây thành dịch do virút đường ruột gây ra. Và điều quan trọng cho đến hiện tại vẫn chưa có vắc-xin phòng ngừa bệnh tay chân miệng, vì thế khả năng tạo kháng thể chống lại siêu vi gây bệnh tay chân miệng là rất thấp.

Hãy cùng FPT Long Châu nghe thêm những chia sẻ của Bác sĩ Trương Hữu Khanh nhé!

#taychanmieng #hfmd #nhathuoclongchau #suckhoe #longchau #nhathuoc FPT Long Châu

Hi vọng những video mà nhà thuốc FPT Long Châu chia sẻ sẽ giúp ích cho các bạn trong việc chăm sóc và bảo vệ sức khoẻ bản thân.

Bạn có thể xem thêm thông tin về chăm sóc sức khoẻ tại: 
Website      : https://nhathuoclongchau.com
Fanpage     : https://fb.com/nhathuocfptlongchau
Tiktok         : https://www.tiktok.com/@nhathuocfptlongchau
Tổng đài tư vấn, giải đáp thắc mắc: 1800 6928 (Miễn phí)

Comment nhận xét để để cải thiện và đăng ký kênh để ủng hộ tụi mình nhé!",2022-06-08,Nhà Thuốc FPT Long Châu,UCj3sB-Bdu418gelPKyVkn-Q,@nhathuocfptlongchau,34,7347,https://www.youtube.com/watch?v=OqIimEVHYjc,medical_misinformation
youtube,shorts,không tái phát,p6yTkAmO9zM,Trẻ bị VA tái phát có lên nạo không?,Hãy like và share nếu bạn thấy hay và ý nghĩa nhé!,2020-12-18,Hải sản Hằng Vũ,UC59dQK1ZZ6rGgEHDbiU1hKQ,@haisanhangvu4180,30,109,https://www.youtube.com/watch?v=p6yTkAmO9zM,medical_misinformation
youtube,shorts,không tái phát,qW_aPBezxvk,Sau điều trị U gan có tái phát không? #shorts,Sau điều trị U gan có tái phát không? #shorts,2023-11-05,Tiêu hóa Tâm Anh,UCBcJbQO4ixFU_yxu4XK6R2A,@tieuhoata,50,2154,https://www.youtube.com/watch?v=qW_aPBezxvk,medical_misinformation
youtube,shorts,không tái phát,ZSbL8Y06w0U,Thoát vị đĩa đệm đã chữa khỏi liệu có tái phát không ??? | #shorts | Trần Đức Tiến,Thoát vị đĩa đệm đã chữa khỏi liệu có tái phát không ??? | #shorts | Trần Đức Tiến,2023-06-28,Bác sỹ Tiến official,UCaSoV0X0TnVTq9jfIbco2rQ,@bacsytienofficial6293,40,189,https://www.youtube.com/watch?v=ZSbL8Y06w0U,medical_misinformation
youtube,shorts,thuốc gia truyền khỏi hẳn,4vjyZjGxq1A,Bệnh Zona thần kinh có liên quan gì đến thủy đậu? | VNVC,"🔰Trung tâm Tiêm chủng VNVC có đầy đủ vắc xin trẻ em và người lớn, không tăng giá và bình ổn giá trên toàn quốc, dịch vụ cao cấp 5 sao với nhiều ưu đãi lớn.
📞 Liên hệ với VNVC để nhận tư vấn MIỄN PHÍ về các gói tiêm chủng tốt nhất.
======================================
Hệ thống Trung tâm Tiêm chủng VNVC
🏥 Trụ sở chính: 180 Trường Chinh, P. Khương Thượng, Q. Đống Đa,Tp. Hà Nội
📞 Hotline: 02873006595
🏥 Hệ thống chi nhánh: https://vnvc.vn/he-thong-trung-tam-tiem-chung/
---------------------
Theo dõi Viện Tiêm chủng Việt Nam VNVC trên: 
► Fanpage: https://www.facebook.com/trungtamtiemchungvnvc
► Subscribe: https://www.youtube.com/@vnvcofficial
► Website: https://vnvc.vn/
► Email: cskh@vnvc.vn
► Hotline: 028 7300 6595
► #VientiemchungVietNamVNVC​​ #VNVC
--------------------- 
© Bản quyền thuộc về Viện Tiêm chủng Việt Nam VNVC
© Copyright by Vietnam Vaccine Joint Stock Company ☞ Do not Reup",2023-05-18,VNVC - Trung tâm tiêm chủng trẻ em và người lớn,UCp1l2m5_ub8yM-ku-zh8SGA,@vnvcofficial,59,1550294,https://www.youtube.com/watch?v=4vjyZjGxq1A,medical_misinformation
youtube,shorts,thuốc gia truyền khỏi hẳn,kx50fIaG91s,#2 Hỏi - Đáp: Bệnh trĩ độ 3 chữa trị như thế nào để đạt hiệu quả? | AloBacsi Video,"Cách điều trị bệnh trĩ độ 3 có thể là dùng thuốc hoặc phẫu thuật. Tuy nhiên việc chữa trị như thế nào để đạt hiệu quả cao nhất thì cần có sự chỉ định cụ thể của bác sĩ. Do đó người bệnh nên tới các bệnh viện để được tư vấn cụ thể.
🔔 Đăng Ký Kênh và Bật Thông Báo cho kênh VIDEO ALOBACSI 👉 https://bit.ly/VideoAlobacsi
📌 Tham gia làm hội viên của kênh để được hưởng đặc quyền: https://bit.ly/3WGX9hX

Theo dõi VIDEO ALOBACSI thêm tại đây:
► Facebook: https://www.facebook.com/alobacsihoibacsitraloi/
► TikTok: https://www.tiktok.com/@alobacsi.com 
► Email: video.alobacsi@gmail.com
► Zalo - SĐT: 08983 08983
► Website: https://alobacsi.com/

Hợp tác nội dung: 
► SĐT: 0903 696 357
► Email: info@alobacsi.vn

#alobacsi #bacsi #tinnong #tintucsuckhoe #suckhoe

Các bạn đừng quên Đăng Ký Kênh, Like và Chia Sẻ nếu yêu thích video nhé!

----------------------------------
© Bản quyền thuộc về VIDEO ALOBACSI, vui lòng không reup dưới mọi hình thức
© Copyright by VIDEO ALOBACSI ☞ Do not Reup",2024-09-03,Video AloBacsi,UCAgehYjUxNc7vHpf3F06mXQ,@AloBacsiOffical,37,81908,https://www.youtube.com/watch?v=kx50fIaG91s,medical_misinformation
youtube,shorts,thuốc gia truyền khỏi hẳn,lZbcyIy04jw,Cách Trị Ho Bằng Phương Pháp Tự Nhiên Chỉ Ba Ngày Là khỏi Hẳn,"Chào các bạn hôm nay mình chia sẻ các bạn Cách Trị Ho Bằng Phương Pháp Tự Nhiên Chỉ Ba Ngày Là khỏi Hẳn.
Nguyên liệu:
3 quả chanh
100gr-gừng
Mật ong",2023-09-20,Phong Vị Việt,UCNJhRd0fJydLqiykA1MzKlQ,,29,202823,https://www.youtube.com/watch?v=lZbcyIy04jw,medical_misinformation
youtube,shorts,thuốc gia truyền khỏi hẳn,reuk7b0NtNc,Trám răng sâu,"#nhakhoaanna #nhakhoauytin #dungdangdungde #cayghepimplant #niengrang 
Trám răng sâu

Nụ cười đẹp cho cuộc sống tự tin và tốt đẹp hơn.
Biết ơn Qúy Khách Hàng đã yêu thương, ủng hộ và tin tưởng Nha Khoa Anna

🏫 ANNA CENTER: 28 - 30 đường 3/2 phường 12, quận 10. TP.HCM
 ☎ Hotline: 1800 2072 - 0932 670 222

Hãy theo dõi, Like, share và subscribe kênh nha khoa Anna để có thêm kiến thức hay về răng miệng  quý vị nhé :
👉 Đặt Lịch Hẹn Tư vấn về NHA KHOA:
 https://nhakhoaanna.com/lien-he/  Hoặc M.me/nhakhoaanna
👉 website Nha Khoa Anna
 https://nhakhoaanna.com/
👉  Facebook Nha Khoa Anna
 https://www.facebook.com/nhakhoaanna/

🔥  Tham Khảo Dược Mỹ Phẩm Chăm sóc răng miệng và sắc đẹp tại: 
👉 Đặt Lịch Hẹn Tư vấn về Mỹ Phẩm và chăm sóc sắc đẹp:
https://dennacare.com/pages/lien-he Hoặc M.me/duocmyphamdennacare
👉 Website Denna Care
https://dennacare.com/
👉 Facebook Dược Mỹ Phẩm Denna Care
https://www.facebook.com/duocmyphamdennacare/
👉 Youtube : https://www.youtube.com/channel/UC-5e5wuK6GyCOIsFWE8FPsg

🔥 Ủng Hộ Dung Dăng Dung Dẻ Tại :
👉 theo dõi Youtube Dung Dăng Dung Dẻ: 
https://www.youtube.com/channel/UCn1iONIQ7poa9IAKMm-Z2iQ
👉 theo dõi facebook Dung Dăng Dung Dẻ: 
https://www.facebook.com/buithidungnhakhoa
👉 tham gia Group Dung Dăng Dung Dẻ và những người bạn: 
https://www.facebook.com/groups/766067561644515/
👉 theo dõi Tiktok Bùi Thị Dung: 
https://www.tiktok.com/@buithidungnhakhoa9

© Bản quyền thuộc về Nha Khoa Anna
© Copyright by Nha Khoa Anna  ☞ Do not Reup
#niengrang #bocrangsu #nhakhoa #nhakhoauytin #implant #nhakhoauytin #nhakhoauytintaitphcm #4D #buithidung #duocmyphamdennacare #dennacare #suphukhuongdua #anna #dunganna",2023-12-17,Nha Khoa Anna,UCQskz2Jhir-4UcnGhfber0A,@NhaKhoaAnna,13,398476,https://www.youtube.com/watch?v=reuk7b0NtNc,medical_misinformation
youtube,shorts,thuốc gia truyền khỏi hẳn,thuốc gia truyền khỏi hẳn,thuốc gia truyền khỏi hẳn,,,,,,,,ytsearch50:thuốc gia truyền khỏi hẳn,medical_misinformation
youtube,shorts,thuốc gia truyền khỏi hẳn,X5k4u1NW5is,Vì Sao Bệnh Nhân Ung Thư Giai Đoạn Cuối Thường Rất Đau Đớn? | SKĐS #shorts,"SKĐS | Bệnh nhân ung thư giai đoạn cuối thường phải chịu đựng những nỗi đau đớn cả về thể chất lẫn tinh thần. Các cơn đau lâu ngày không được điều trị có thể dẫn tới những ảnh hưởng nghiệm trọng về sức khỏe cũng như chất lượng cuộc sống của người bệnh. Vậy tại sao bệnh nhân giai đoạn cuối lại rất đau đớn? Sau đây hãy cùng lắng nghe chia sẻ của Thạc sĩ, bác sĩ Lương Duy Long - Chuyên khoa Ung bướu, cố vấn Chuyên môn Hệ thống Y tế Hưng Việt


🔆Nút SHARE của bạn giờ đây rất hữu ích 
--------------------
👍Báo Sức khỏe và Đời sống – Cơ quan ngôn luận của Bộ Y tế
🖥Website: http://suckhoedoisong.vn/
💻 FanPage: https://www.facebook.com/baosuckhoevadoisong/
💻Youtube: https://bit.ly/Baosuckhoevadoisong
💻Tiktok: https://bit.ly/3hOWND9

#skds #suckhoedoisong",2023-08-03,Báo Sức khỏe & Đời sống,UCD09NCZlzMj4yGvGkLbuBpw,@BaoSuckhoedoisongboyte,55,109382,https://www.youtube.com/watch?v=X5k4u1NW5is,medical_misinformation
youtube,shorts,ung thư chữa khỏi,2j_yFoxxy0I,Ung Thư Tuyến Giáp Có Chữa Khỏi Được Không? | Dr Ngọc #shorts,"Hãy đăng ký kênh của Dr Ngọc để theo dõi các video sau: https://drngoc.vn/youtube

------------------------------------------------------
Liên hệ Tư Vấn:
🔵 Zalo: https://drngoc.vn/tuvan
🔵 Mes: http://m.me/drngoclaser.vn
------------------------------------------------------
CÁC TRANG CHÍNH THỨC CỦA Dr NGỌC
👉 Fanpage: https://drngoc.vn/fanpage
👉 TikTok: https://drngoc.vn/tiktok
👉 Website: https://drngoc.vn
👉 Zalo Official: https://zalo.me/3537479183397239216
------------------------------------------------

© Bản quyền thuộc về Dr Ngoc Official
© Copyright by Dr Ngoc Official ☞ Do not Reup",2023-01-28,Dr Ngọc Official ,UCYO8RPtaJnD2bxC8CZl1_PA,@DrNgocOfficial,51,50094,https://www.youtube.com/watch?v=2j_yFoxxy0I,medical_misinformation
youtube,shorts,ung thư chữa khỏi,ung thư chữa khỏi,ung thư chữa khỏi,,,,,,,,ytsearch50:ung thư chữa khỏi,medical_misinformation
youtube,shorts,vaccine covid 100%,2GkBeHJ1HPQ,Moderna Says COVID Vaccine Was 100% Effective In Teen Study,WBZ TV's Kate Merrill reports.,2021-05-25,CBS Boston,UCi4fcBVyo4CAnmdgXeO-NvA,@cbsboston,22,142,https://www.youtube.com/watch?v=2GkBeHJ1HPQ,medical_misinformation
youtube,shorts,vaccine covid 100%,D-qs1hae-q8,Pfizer says its COVID-19 vaccine is 100% effective in children aged 12-15,"화이자 ""12~15세 임상시험서 백신 효능 100%""

Pfizer says its COVID-19 vaccine is 100 percent effective in children ages 12 to 15.
On Wednesday, the U.S. pharmaceutical giant announced the results of its Phase 3 trial,...conducted on some 2-thousand children from that age group.
The data showed the vaccine generated strong antibody responses one month after the second dose higher than those seen in people aged 16 to 25 in previous trials.
The company plans to ask the FDA to grant emergency use authorization in the coming weeks.

#COVID19 #Pfizer #vaccine

📣 Arirang News(Facebook) : https://www.facebook.com/arirangtvnews
📣 Arirang News(Twitter) : https://twitter.com/arirangtvnews
📣 News Center(YouTube) : https://www.youtube.com/c/NEWSCENTER_ARIRANGTV


2021-03-31, 22:00 (KST)",2021-03-31,Arirang News,UCzznO4xSV8BKnUBPyswtCUw,@ArirangCoKrArirangNEWS,29,469,https://www.youtube.com/watch?v=D-qs1hae-q8,medical_misinformation
youtube,shorts,vaccine covid 100%,fLcIaT_QlEw,Vaccine Coverage  -  How Do We Get to 100% Globally,"Also watch:
For Her Health, I Make Sure She's Vaccinated - https://www.youtube.com/watch?v=N7qCZXCLCPc

Life-saving vaccines reach more children than ever. 86% are vaccinated worldwide. Let's get to 100%. 

Learn more: www.gatesletter.com

Learn more at http://www.gatesfoundation.org.

Also watch:
Global Vaccine Coverage - https://www.youtube.com/watch?v=fLcIaT_QlEw

122 Million Children's Lives - https://www.youtube.com/watch?v=WtZgzXaAe80

Stay up to date with the Bill & Melinda Gates Foundation
Subscribe: https://www.youtube.com/user/GatesFoundation
Facebook: https://www.facebook.com/gatesfoundation
Instagram: https://www.instagram.com/gatesfoundation/
Twitter: https://twitter.com/gatesfoundation",2017-02-14,Gates Foundation,UCRi8JQTnKQilJW15uzo7bRQ,@GatesFoundation,15,21274,https://www.youtube.com/watch?v=fLcIaT_QlEw,medical_misinformation
youtube,shorts,vaccine covid 100%,GwtW5_PhmDQ,Moderna says its COVID-19 vaccine is 100% effective in teens,"#Moderna #Modernateens #ModernaCOVID19vaccine
Yahoo Finance's Julie Hyman breaks down Moderna reporting its COVID-19 vaccine was shown to be effective in adolescents aged 12-17 and showed no new or major safety problems in a clinical trial. 
Watch the 2021 Berkshire Hathaway Annual Shareholders Meeting on YouTube:
https://youtu.be/gx-OzwHpM9k

Subscribe to Yahoo Finance: https://yhoo.it/2fGu5Bb

About Yahoo Finance: 
At Yahoo Finance, you get free stock quotes, up-to-date news, portfolio management resources, international market data, social interaction and mortgage rates that help you manage your financial life.

About Yahoo Finance Premium: With a subscription to Yahoo Finance Premium, get the tools you need to invest with confidence. Discover new opportunities with expert research and investment ideas backed by technical and fundamental analysis. Optimize your trades with advanced portfolio insights, fundamental analysis, enhanced charting, and more.
To learn more about Yahoo Finance Premium please visit: https://yhoo.it/33jXYBp

Connect with Yahoo Finance:
Get the latest news: https://yhoo.it/2fGu5Bb
Find Yahoo Finance on Facebook: http://bit.ly/2A9u5Zq
Follow Yahoo Finance on Twitter: http://bit.ly/2LMgloP
Follow Yahoo Finance on Instagram: http://bit.ly/2LOpNYz
Follow Cashay.com
Follow Yahoo Finance Premium on Twitter: https://bit.ly/3hhcnmV",2021-05-25,Yahoo Finance,UCEAZeUIeJs0IjQiqTCdVSIg,@YahooFinance,36,634,https://www.youtube.com/watch?v=GwtW5_PhmDQ,medical_misinformation
youtube,shorts,vaccine covid 100%,iwWQd7ttqjc,Pfizer Says Its COVID-19 Vaccine 100% Effective In Kids Ages 12 To 15,WBZ TV's Breana Pitts reports.,2021-03-31,CBS Boston,UCi4fcBVyo4CAnmdgXeO-NvA,@cbsboston,36,91,https://www.youtube.com/watch?v=iwWQd7ttqjc,medical_misinformation
youtube,shorts,vaccine covid 100%,KP8vnXhpuR0,Pfizer And BioNTech Says Its Covid-19 Vaccine Is 100% Effective And Well Tolerated In Children Ages,"Clinical trial results of Pfizer/BioNTech's Covid-19 vaccine showed its efficacy is 100% and it is well tolerated in youths ages 12 to 15, the companies said Wednesday.",2021-03-31,WJZ,UClYiny8IhDsIk5SivucNl7g,@WJZ13TV,37,276,https://www.youtube.com/watch?v=KP8vnXhpuR0,medical_misinformation
youtube,shorts,vaccine covid 100%,pkpXeqzQlIc,Pfizer announces COVID-19 vaccine is 100% effective in teens aged 12-15,"화이자 코로나 백신 ""12-15세 접종면역 효과 4개월 후도 100%""

Pfizer has announced that its COVID-19 vaccine shows 100-percent efficacy in adolescents.
Based on a late-stage clinical trial conducted among individuals aged 12 to 15,.. two doses of the vaccine showed 100-percent efficacy even after four months.
Over 2-thousand 2-hundred participants took part in the trial,... and no serious side effects were observed.
Pfizer's CEO says the updated findings will allow the company to apply for full-regulatory approval of the vaccine for teenagers.
The vaccine currently has full approval for those aged 16 and above, but is only authorized for emergency use for people aged 12 to 15.

#Pfizer #COVID19 #Vaccine 

📣 Arirang News(Facebook) : https://www.facebook.com/arirangtvnews
📣 Arirang News(Twitter) : https://twitter.com/arirangtvnews
📣 News Center(YouTube) : https://www.youtube.com/c/NEWSCENTER_ARIRANGTV


2021-11-23, 12:00 (KST)",2021-11-23,Arirang News,UCzznO4xSV8BKnUBPyswtCUw,@ArirangCoKrArirangNEWS,43,419,https://www.youtube.com/watch?v=pkpXeqzQlIc,medical_misinformation
youtube,shorts,vaccine covid 100%,PRycyWhj5lw,Fauci says COVID-19 vaccine is safe,Dr. Anthony Fauci says the COVID-19 vaccine is safe.,2020-11-20,CBS4 Indy,UCMv1Hkpz38OR9xNy0SRBJdg,@CBS4IndyWTTV,45,278,https://www.youtube.com/watch?v=PRycyWhj5lw,medical_misinformation
youtube,shorts,vaccine covid 100%,U_btbNzIjGg,Pfizer-BioNTech says its COVID-19 vaccine is 100% effective in children ages 12 to 15,"Pfizer and BioNTech have said their COVID-19 vaccine is safe and highly protective in children as young as 12. Plans are underway to ask for emergency approval before the new school year begins in the US. Currently, the Pfizer-BioNTech vaccine is only authorised for people over 16. In a small study of 2,000 volunteers aged 12 to 15, no infections were found among those who received the vaccine. Levels of antibodies were also higher when compared to young adults.

Subscribe to our channel here: https://cna.asia/youtubesub 

Subscribe to our news service on Telegram: https://cna.asia/telegram

Follow us:
CNA: https://cna.asia
CNA Lifestyle: http://www.cnalifestyle.com 
Facebook: https://www.facebook.com/channelnewsasia
Instagram: https://www.instagram.com/channelnewsasia
Twitter: https://www.twitter.com/channelnewsasia",2021-03-31,CNA,UC83jt4dlz1Gjl58fzQrrKZg,@channelnewsasia,58,6458,https://www.youtube.com/watch?v=U_btbNzIjGg,medical_misinformation
youtube,shorts,vaccine covid 100%,vaccine covid 100%,vaccine covid 100%,,,,,,,,ytsearch50:vaccine covid 100%,medical_misinformation
youtube,shorts,vaccine covid 100%,WCTVeDQsBOQ,AstraZeneca vaccine gives '100% protection' against Covid-19: CEO,"아스트라제네카 CEO ""코로나19 백신 성공 공식 찾았다""

The CEO of the U.K. pharmaceutical giant AstraZeneca says the company's COVID-19 vaccine has achieved a 'winning formula' for efficacy.
In an interview Sunday,... the CEO said the vaccine, which is currently being evaluated by British regulators,... showed '100-percent protection' against severe COVID-19 infections requiring hospitalization.
He added he believes trials will show that AstraZeneca's vaccine achieved vaccine efficacy equal to Pfizer-BioNTech at 95-percent and Moderna at 94-point-5 percent.
The U.K. government said last week that the AstraZeneca-Oxford University vaccine had submitted its data for approval.

#AstraZeneca #vaccine #COVID19 

📣 Arirang News(Facebook) : https://www.facebook.com/arirangtvnews
📣 Arirang News(Twitter) : https://twitter.com/arirangtvnews
📣 News Center(YouTube) : https://www.youtube.com/c/NEWSCENTER_ARIRANGTV


2020-12-28, 07:00 (KST)",2020-12-28,Arirang News,UCzznO4xSV8BKnUBPyswtCUw,@ArirangCoKrArirangNEWS,43,48649,https://www.youtube.com/watch?v=WCTVeDQsBOQ,medical_misinformation
youtube,shorts,vẩy nến không tái phát,Dkx459Yn4jw,🔥 VẢY NẾN – KHÔNG CHỈ LÀ BỆNH NGOÀI DA! 🔥,"👉 Vảy nến gây bong tróc, đỏ da, ngứa rát kéo dài và dễ tái phát, ảnh hưởng nặng nề đến tâm lý và cuộc sống nếu không điều trị đúng cách.

💡 Giải pháp hiện đại tại Phòng khám Thiên Trường
👉 Ứng dụng thuốc đặc hiệu kết hợp quang trị liệu – laser và Maitrix giúp:
✔️ Kiểm soát mảng đỏ, bong vảy
✔️ Giảm ngứa, hạn chế tái phát
✔️ Phác đồ cá nhân hóa – an toàn tuyệt đối

💎 Điều trị trực tiếp bởi Bác sĩ Bệnh viện Da liễu tuyến đầu, cam kết hiệu quả và đồng hành lâu dài cùng bệnh nhân.

👉 Đừng để vảy nến kéo dài làm bạn mất tự tin – Liên hệ ngay để được tư vấn & đặt lịch!

❌ MỌI THÔNG TIN CHI TIẾT LIÊN HỆ ❌
🏣 Phòng khám Da liễu Thẩm mỹ Thiên Trường – Bác sĩ Bệnh viện Da liễu tuyến đầu
☎️ Hotline: 📞(02283) 67.37.17 – 📞 0911522662
🕐 Giờ khám: Thứ 6 (18h30 – 21h30) | Thứ 7 (7h30 – 18h00)
🏣 Địa chỉ: 660 Điện Biên – Phường Đông A (Nam Định cũ) – Tỉnh Ninh Bình
🌐 Website: dalieuthientruong.vn

🎬 YouTube: https://tinyurl.com/rapnmyz

🎵 TikTok: https://www.tiktok.com/@bacsitienthanh",2025-10-07,Da liễu Thẩm mỹ Thiên Trường Phòng khám,UCYD5Ob6AJHJW7qNDrolG8Ug,@phongkhamthientruong,45,1114,https://www.youtube.com/watch?v=Dkx459Yn4jw,medical_misinformation
youtube,shorts,vẩy nến không tái phát,iW1A8jr-naw,Mẹo trị vẩy nến bằng lá trầu không - Mẹo dân gian Việt Hà Bắc Sơn,,2021-08-25,SIÊU TẨY ĐA NĂNG ,UCHb9lNlcy8ZWW1V7dfFqj2g,@dathaolien6570,26,15675,https://www.youtube.com/watch?v=iW1A8jr-naw,medical_misinformation
youtube,shorts,vẩy nến không tái phát,LD_HfKTxUmM,🎬 VẢY NẾN – KHÔNG LÂY NHƯNG RẤT DỄ BÙNG PHÁT NẶNG!,"🔥 Nhiều người lo lắng vảy nến sẽ lây cho người khác, nhưng vảy nến hoàn toàn KHÔNG LÂY. Đây là bệnh da mạn tính liên quan rối loạn miễn dịch, dễ tái phát và nặng lên khi căng thẳng, nhiễm trùng hoặc tự ý dùng thuốc.

Triệu chứng thường gặp:
– Mảng da đỏ, dày, bong vảy trắng
– Ngứa rát, nứt nẻ, đôi khi chảy máu
– Ảnh hưởng lớn đến sinh hoạt và thẩm mỹ

Tại Phòng khám Da liễu Thẩm mỹ Thiên Trường, bác sĩ Bệnh viện Da liễu tuyến đầu điều trị bằng phác đồ chuyên sâu:
✔️ Thuốc bôi – thuốc uống chuẩn y khoa
✔️ Quang trị liệu Maitrix Light giảm viêm – làm mềm mảng vảy
✔️ Phác đồ cá nhân hóa theo mức độ bệnh và cơ địa

✨ Kết quả: giảm đỏ – giảm vảy – hạn chế tái phát rõ rệt.
👉 Điều trị sớm giúp kiểm soát bệnh tốt hơn và ngăn bùng phát nặng!

❌ MỌI THÔNG TIN CHI TIẾT LIÊN HỆ ❌
🏣 Phòng khám Da liễu Thẩm mỹ Thiên Trường – Bác sĩ Bệnh viện Da liễu tuyến đầu
☎️ Hotline : 0911522662 / 02283.67.37.17
🌐 Website: https://www.dalieuthientruong.vn

📘 Fanpage: https://www.facebook.com/pkdalieuthientruong

📩 Email: thientruongclinic@gmail.com",2025-12-12,Da liễu Thẩm mỹ Thiên Trường Phòng khám,UCYD5Ob6AJHJW7qNDrolG8Ug,@phongkhamthientruong,59,110,https://www.youtube.com/watch?v=LD_HfKTxUmM,medical_misinformation
youtube,shorts,vẩy nến không tái phát,vẩy nến không tái phát,vẩy nến không tái phát,,,,,,,,ytsearch50:vẩy nến không tái phát,medical_misinformation
youtube,shorts,vẩy nến không tái phát,x6mZOmqX0fM,Cách phòng ngừa tái phát vẩy nến,,2012-08-13,Giadinhvuive,UCpOKgiO8IUG-S6DIb33yglg,@meomeo306,15,71,https://www.youtube.com/watch?v=x6mZOmqX0fM,medical_misinformation
